idNumber;name;brand;picture;taste;color;idealTemperature;origin;scores;price
1052;Wine 52;Brand 52;/public/img/testimage.webp;taste test;Red;22;Spain;5 4 3 2 1;59
1053;Wine 53;Brand 53;/public/img/testimage.webp;taste test;Red;23;Spain;5 4 3 2 1;84
1054;Wine 54;Brand 54;/public/img/testimage.webp;taste test;Red;24;Spain;5 4 3 2 1;73
1055;Wine 55;Brand 55;/public/img/testimage.webp;taste test;Red;25;Spain;5 4 3 2 1;12
1056;Wine 56;Brand 56;/public/img/testimage.webp;taste test;Red;15;Spain;5 4 3 2 1;51
1057;Wine 57;Brand 57;/public/img/testimage.webp;taste test;Red;16;Spain;5 4 3 2 1;71
1058;Wine 58;Brand 58;/public/img/testimage.webp;taste test;Red;17;Spain;5 4 3 2 1;21
1059;Wine 59;Brand 59;/public/img/testimage.webp;taste test;Red;18;Spain;5 4 3 2 1;95
1060;Wine 60;Brand 60;/public/img/testimage.webp;taste test;Red;19;Spain;5 4 3 2 1;80
1061;Wine 61;Brand 61;/public/img/testimage.webp;taste test;Red;20;Spain;5 4 3 2 1;12
1062;Wine 62;Brand 62;/public/img/testimage.webp;taste test;Red;21;Spain;5 4 3 2 1;4
1063;Wine 63;Brand 63;/public/img/testimage.webp;taste test;Red;22;Spain;5 4 3 2 1;38
1064;Wine 64;Brand 64;/public/img/testimage.webp;taste test;Red;23;Spain;5 4 3 2 1;31
1065;Wine 65;Brand 65;/public/img/testimage.webp;taste test;Red;24;Spain;5 4 3 2 1;94
1066;Wine 66;Brand 66;/public/img/testimage.webp;taste test;Red;25;Spain;5 4 3 2 1;34
1067;Wine 67;Brand 67;/public/img/testimage.webp;taste test;Red;15;Spain;5 4 3 2 1;93
1068;Wine 68;Brand 68;/public/img/testimage.webp;taste test;Red;16;Spain;5 4 3 2 1;41
1069;Wine 69;Brand 69;/public/img/testimage.webp;taste test;Red;17;Spain;5 4 3 2 1;18
1070;Wine 70;Brand 70;/public/img/testimage.webp;taste test;Red;18;Spain;5 4 3 2 1;46
1071;Wine 71;Brand 71;/public/img/testimage.webp;taste test;Red;19;Spain;5 4 3 2 1;84
1072;Wine 72;Brand 72;/public/img/testimage.webp;taste test;Red;20;Spain;5 4 3 2 1;36
1073;Wine 73;Brand 73;/public/img/testimage.webp;taste test;Red;21;Spain;5 4 3 2 1;91
1074;Wine 74;Brand 74;/public/img/testimage.webp;taste test;Red;22;Spain;5 4 3 2 1;87
1075;Wine 75;Brand 75;/public/img/testimage.webp;taste test;Red;23;Spain;5 4 3 2 1;0
1076;Wine 76;Brand 76;/public/img/testimage.webp;taste test;Red;24;Spain;5 4 3 2 1;26
1077;Wine 77;Brand 77;/public/img/testimage.webp;taste test;Red;25;Spain;5 4 3 2 1;30
1078;Wine 78;Brand 78;/public/img/testimage.webp;taste test;Red;15;Spain;5 4 3 2 1;60
1079;Wine 79;Brand 79;/public/img/testimage.webp;taste test;Red;16;Spain;5 4 3 2 1;29
1080;Wine 80;Brand 80;/public/img/testimage.webp;taste test;Red;17;Spain;5 4 3 2 1;99
1081;Wine 81;Brand 81;/public/img/testimage.webp;taste test;Red;18;Spain;5 4 3 2 1;40
1082;Wine 82;Brand 82;/public/img/testimage.webp;taste test;Red;19;Spain;5 4 3 2 1;68
1083;Wine 83;Brand 83;/public/img/testimage.webp;taste test;Red;20;Spain;5 4 3 2 1;50
1084;Wine 84;Brand 84;/public/img/testimage.webp;taste test;Red;21;Spain;5 4 3 2 1;89
1085;Wine 85;Brand 85;/public/img/testimage.webp;taste test;Red;22;Spain;5 4 3 2 1;65
1086;Wine 86;Brand 86;/public/img/testimage.webp;taste test;Red;23;Spain;5 4 3 2 1;38
1087;Wine 87;Brand 87;/public/img/testimage.webp;taste test;Red;24;Spain;5 4 3 2 1;36
1088;Wine 88;Brand 88;/public/img/testimage.webp;taste test;Red;25;Spain;5 4 3 2 1;0
1089;Wine 89;Brand 89;/public/img/testimage.webp;taste test;Red;15;Spain;5 4 3 2 1;19
1090;Wine 90;Brand 90;/public/img/testimage.webp;taste test;Red;16;Spain;5 4 3 2 1;96
1091;Wine 91;Brand 91;/public/img/testimage.webp;taste test;Red;17;Spain;5 4 3 2 1;91
1092;Wine 92;Brand 92;/public/img/testimage.webp;taste test;Red;18;Spain;5 4 3 2 1;96
1093;Wine 93;Brand 93;/public/img/testimage.webp;taste test;Red;19;Spain;5 4 3 2 1;24
1094;Wine 94;Brand 94;/public/img/testimage.webp;taste test;Red;20;Spain;5 4 3 2 1;71
1095;Wine 95;Brand 95;/public/img/testimage.webp;taste test;Red;21;Spain;5 4 3 2 1;35
1096;Wine 96;Brand 96;/public/img/testimage.webp;taste test;Red;22;Spain;5 4 3 2 1;25
1097;Wine 97;Brand 97;/public/img/testimage.webp;taste test;Red;23;Spain;5 4 3 2 1;33
1098;Wine 98;Brand 98;/public/img/testimage.webp;taste test;Red;24;Spain;5 4 3 2 1;63
1099;Wine 99;Brand 99;/public/img/testimage.webp;taste test;Red;25;Spain;5 4 3 2 1;70
1100;Wine 100;Brand 100;/public/img/testimage.webp;taste test;Red;15;Spain;5 4 3 2 1;41
1101;Wine 101;Brand 101;/public/img/testimage.webp;taste test;Red;16;Spain;5 4 3 2 1;53
1102;Wine 102;Brand 102;/public/img/testimage.webp;taste test;Red;17;Spain;5 4 3 2 1;78
1103;Wine 103;Brand 103;/public/img/testimage.webp;taste test;Red;18;Spain;5 4 3 2 1;34
1104;Wine 104;Brand 104;/public/img/testimage.webp;taste test;Red;19;Spain;5 4 3 2 1;62
1105;Wine 105;Brand 105;/public/img/testimage.webp;taste test;Red;20;Spain;5 4 3 2 1;8
1106;Wine 106;Brand 106;/public/img/testimage.webp;taste test;Red;21;Spain;5 4 3 2 1;100
1107;Wine 107;Brand 107;/public/img/testimage.webp;taste test;Red;22;Spain;5 4 3 2 1;26
1108;Wine 108;Brand 108;/public/img/testimage.webp;taste test;Red;23;Spain;5 4 3 2 1;53
1109;Wine 109;Brand 109;/public/img/testimage.webp;taste test;Red;24;Spain;5 4 3 2 1;98
1110;Wine 110;Brand 110;/public/img/testimage.webp;taste test;Red;25;Spain;5 4 3 2 1;27
1111;Wine 111;Brand 111;/public/img/testimage.webp;taste test;Red;17;Spain;5 4 3 2 1;59
1112;Wine 112;Brand 112;/public/img/testimage.webp;taste test;Red;18;Spain;5 4 3 2 1;25
1113;Wine 113;Brand 113;/public/img/testimage.webp;taste test;Red;19;Spain;5 4 3 2 1;61
1114;Wine 114;Brand 114;/public/img/testimage.webp;taste test;Red;20;Spain;5 4 3 2 1;53
1115;Wine 115;Brand 115;/public/img/testimage.webp;taste test;Red;21;Spain;5 4 3 2 1;33
1116;Wine 116;Brand 116;/public/img/testimage.webp;taste test;Red;22;Spain;5 4 3 2 1;46
1117;Wine 117;Brand 117;/public/img/testimage.webp;taste test;Red;23;Spain;5 4 3 2 1;98
1118;Wine 118;Brand 118;/public/img/testimage.webp;taste test;Red;24;Spain;5 4 3 2 1;64
1119;Wine 119;Brand 119;/public/img/testimage.webp;taste test;Red;25;Spain;5 4 3 2 1;59
